PERIODE,CPTE,score_risque,score_pct,niveau_alerte,action_recommandee,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,AGE,AVG_DEP_3M,DAYS_OVD_6M,REV_VARIANCE,NBRJDEP_LAG1,DELTA_NBRJDEP,MOIS_CONSEC,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE,niveau_precedent,transition,evolution,priorite_intervention,statut_suivi
2024-11-01,CPTE_000127,0.9962,99.6,Critique,Intervention immédiate aujourd'hui,9,9,332.2,16491.18,4121.87,61,5.33,45.0,958.53,2.0,7.0,23,F,Services,Veuf/Veuve,Retraité,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000433,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,9,329.26,3130.57,1175.54,45,8.0,51.0,372.31,2.0,7.0,23,F,Industrie,Veuf/Veuve,Salarié,2000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000479,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,8,337.65,17327.46,2712.29,34,8.33,50.0,2635.4,10.0,-1.0,22,F,Services,Célibataire,Indépendant,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000482,0.9963,99.6,Critique,Intervention immédiate aujourd'hui,9,8,319.75,7661.78,4686.27,25,10.0,51.0,1248.09,8.0,1.0,23,M,Industrie,Divorcé(e),Fonctionnaire,5500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000508,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,325.71,7323.45,2832.27,36,6.0,37.0,1426.38,4.0,5.0,23,F,Administration,Veuf/Veuve,Retraité,2000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000515,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,353.76,18107.72,1156.22,40,10.67,53.0,168.28,13.0,-4.0,23,M,Artisanat,Veuf/Veuve,Retraité,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000527,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,9,390.7,6722.02,1365.94,39,7.0,44.0,803.57,7.0,2.0,23,F,Artisanat,Marié(e),Indépendant,2000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000547,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,9,8,251.0,10542.07,4020.29,39,7.0,41.0,1379.39,8.0,1.0,23,F,Commerce,Divorcé(e),Indépendant,9500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000561,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,9,379.5,5504.59,1192.51,50,6.33,45.0,353.78,7.0,2.0,23,F,Services,Divorcé(e),Sans emploi,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000563,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,377.95,8554.55,4065.87,29,10.0,53.0,956.24,9.0,0.0,23,F,Services,Marié(e),Indépendant,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000627,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,225.86,24223.38,1226.44,56,8.67,54.0,4082.05,6.0,3.0,23,M,Artisanat,Veuf/Veuve,Indépendant,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000693,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,9,340.82,4964.0,2849.73,35,7.33,40.0,337.01,9.0,0.0,23,F,Agriculture,Divorcé(e),Retraité,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000727,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,9,7,228.04,11680.34,3917.42,23,9.0,44.0,1953.0,5.0,4.0,23,M,Services,Divorcé(e),Sans emploi,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000005,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,312.17,16083.72,890.09,55,8.0,42.0,2181.09,7.0,1.0,23,F,Services,Marié(e),Indépendant,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000049,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,342.83,12915.24,4769.07,49,7.33,43.0,3383.13,8.0,0.0,23,F,Services,Célibataire,Fonctionnaire,7000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000122,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,6,378.47,13769.06,3440.23,29,7.67,47.0,957.86,10.0,-2.0,23,F,Agriculture,Divorcé(e),Salarié,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000135,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,319.11,6132.48,3282.79,31,6.33,40.0,1544.23,7.0,1.0,23,M,Administration,Divorcé(e),Fonctionnaire,4000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000206,0.9962,99.6,Critique,Intervention immédiate aujourd'hui,8,7,254.96,17961.49,3022.96,51,5.33,35.0,3365.91,5.0,3.0,23,F,Artisanat,Divorcé(e),Retraité,3000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000284,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,6,290.03,7641.1,3086.45,52,9.0,53.0,1926.88,8.0,0.0,23,M,Industrie,Célibataire,Salarié,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000296,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,8,214.72,3218.55,3584.95,60,7.33,43.0,152.53,4.0,4.0,23,M,Agriculture,Célibataire,Fonctionnaire,3000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000325,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,8,7,298.37,20909.43,4497.24,38,8.0,48.0,3692.31,7.0,1.0,23,M,Administration,Veuf/Veuve,Indépendant,2500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000372,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,246.12,5540.39,3293.58,26,8.67,52.0,1252.81,7.0,1.0,23,M,Commerce,Divorcé(e),Sans emploi,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000511,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,269.44,9426.24,5634.49,58,9.0,58.0,1302.54,10.0,-2.0,23,M,Industrie,Veuf/Veuve,Fonctionnaire,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000568,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,8,379.87,7798.87,4001.36,42,8.67,41.0,3516.44,13.0,-5.0,23,M,Administration,Divorcé(e),Salarié,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000640,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,8,300.03,3710.96,4587.27,62,6.33,42.0,515.94,1.0,7.0,18,M,Agriculture,Marié(e),Indépendant,3000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000694,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,8,329.36,18314.57,3404.22,32,7.33,40.0,2021.97,2.0,6.0,23,F,Agriculture,Célibataire,Retraité,4000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000750,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,8,7,375.46,4155.62,1533.41,51,10.0,55.0,885.74,10.0,-2.0,23,M,Industrie,Veuf/Veuve,Indépendant,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000064,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,7,271.26,22664.82,717.73,45,10.0,44.0,3072.88,8.0,-1.0,23,M,Administration,Marié(e),Fonctionnaire,2000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000212,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,6,336.72,4297.06,1724.39,33,6.0,30.0,122.5,4.0,3.0,23,M,Agriculture,Divorcé(e),Salarié,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000454,0.9965,99.6,Critique,Intervention immédiate aujourd'hui,7,5,209.6,11910.05,2119.38,41,6.33,44.0,1068.08,2.0,5.0,23,M,Administration,Marié(e),Indépendant,9000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000595,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,7,342.82,2845.88,2450.7,63,7.0,46.0,498.0,8.0,-1.0,23,F,Industrie,Célibataire,Fonctionnaire,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000625,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,5,257.5,9726.07,2205.67,41,10.67,49.0,1682.92,10.0,-3.0,23,M,Artisanat,Marié(e),Salarié,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000713,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,6,204.95,9596.24,2004.47,62,9.33,51.0,1087.0,12.0,-5.0,23,M,Administration,Veuf/Veuve,Fonctionnaire,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000775,0.9964,99.6,Critique,Intervention immédiate aujourd'hui,7,6,325.37,1765.35,712.69,34,6.33,47.0,260.81,3.0,4.0,23,M,Administration,Veuf/Veuve,Salarié,5500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000129,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,6,6,320.15,13758.32,3828.89,21,6.33,43.0,1928.12,9.0,-3.0,23,F,Industrie,Célibataire,Fonctionnaire,6500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000148,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,4,389.21,21897.22,1429.65,25,6.33,45.0,2200.34,6.0,0.0,23,F,Administration,Célibataire,Retraité,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000200,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,6,373.95,3404.6,2068.48,41,7.67,44.0,603.62,8.0,-2.0,14,F,Artisanat,Marié(e),Sans emploi,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000226,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,6,6,211.81,9936.71,855.46,31,8.0,52.0,3469.87,6.0,0.0,23,F,Industrie,Célibataire,Fonctionnaire,8500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000241,0.9957,99.6,Critique,Intervention immédiate aujourd'hui,6,4,312.58,11189.83,3551.9,64,7.0,36.0,2362.69,7.0,-1.0,23,F,Artisanat,Divorcé(e),Indépendant,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000244,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,4,227.31,5846.29,3585.58,26,7.33,44.0,541.66,7.0,-1.0,7,M,Artisanat,Marié(e),Retraité,2000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000292,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,6,6,374.23,12830.84,993.72,26,6.33,45.0,2914.58,6.0,0.0,21,F,Administration,Divorcé(e),Fonctionnaire,7000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000303,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,6,243.17,19597.31,2446.45,61,8.0,52.0,5398.91,8.0,-2.0,23,F,Agriculture,Divorcé(e),Retraité,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000390,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,6,6,298.79,10005.37,2528.93,24,10.0,51.0,835.06,8.0,-2.0,23,F,Commerce,Divorcé(e),Fonctionnaire,9500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000437,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,5,320.47,19487.62,2173.36,40,7.33,36.0,2970.08,10.0,-4.0,23,F,Services,Divorcé(e),Indépendant,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000444,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,6,376.15,3655.33,3077.63,27,8.33,48.0,663.93,11.0,-5.0,23,M,Agriculture,Célibataire,Indépendant,2500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000505,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,6,255.4,10043.46,1806.72,52,11.67,55.0,2072.14,12.0,-6.0,7,M,Industrie,Divorcé(e),Retraité,3000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000715,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,4,310.19,15227.32,4183.95,42,9.33,50.0,2101.68,8.0,-2.0,14,F,Commerce,Marié(e),Fonctionnaire,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000734,0.9959,99.6,Critique,Intervention immédiate aujourd'hui,6,4,268.96,25680.66,3961.44,23,10.33,51.0,4642.72,11.0,-5.0,23,M,Services,Divorcé(e),Fonctionnaire,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000747,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,6,6,228.06,11768.62,5050.27,32,9.0,53.0,1768.44,10.0,-4.0,23,F,Commerce,Divorcé(e),Retraité,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000748,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,6,6,255.35,19320.51,3371.59,60,8.67,59.0,5099.14,5.0,1.0,23,F,Agriculture,Veuf/Veuve,Retraité,1000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000123,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,5,3,211.38,8904.27,4350.32,52,7.33,37.0,936.47,10.0,-5.0,23,M,Administration,Marié(e),Retraité,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000163,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,5,5,368.48,3641.84,3726.91,50,7.67,47.0,245.45,12.0,-7.0,11,M,Industrie,Veuf/Veuve,Fonctionnaire,8500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000402,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,5,5,384.57,17937.21,1672.52,30,7.33,53.0,4417.17,8.0,-3.0,23,F,Industrie,Marié(e),Retraité,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000560,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,5,3,399.62,18203.4,1380.83,62,11.67,57.0,1475.19,11.0,-6.0,23,M,Agriculture,Divorcé(e),Fonctionnaire,9000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000608,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,5,3,247.27,6567.37,770.11,61,8.67,48.0,1280.97,12.0,-7.0,23,M,Industrie,Marié(e),Retraité,5500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000659,0.9958,99.6,Critique,Intervention immédiate aujourd'hui,5,3,222.66,14301.19,4854.03,29,9.0,51.0,5645.5,8.0,-3.0,23,F,Services,Veuf/Veuve,Fonctionnaire,9500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000695,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,5,5,332.76,2325.98,4056.07,49,6.33,48.0,220.51,4.0,1.0,23,F,Services,Divorcé(e),Retraité,4000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000796,0.9956,99.6,Critique,Intervention immédiate aujourd'hui,5,4,298.6,7976.37,3237.57,53,8.0,46.0,4190.87,10.0,-5.0,23,F,Administration,Marié(e),Salarié,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000726,0.9955,99.6,Critique,Intervention immédiate aujourd'hui,4,3,250.55,3283.78,2488.5,54,6.33,38.0,313.81,8.0,-4.0,23,F,Commerce,Célibataire,Retraité,8000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000784,0.9955,99.6,Critique,Intervention immédiate aujourd'hui,4,3,302.86,1619.74,2032.69,60,7.0,36.0,464.91,6.0,-2.0,23,M,Agriculture,Marié(e),Sans emploi,8000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000392,0.9953,99.5,Critique,Intervention immédiate aujourd'hui,20,19,786.32,19514.7,1218.28,35,19.0,111.0,6975.51,18.0,2.0,23,M,Agriculture,Célibataire,Salarié,2500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000162,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,15,13,186.89,9582.53,1570.54,56,11.0,60.0,1333.6,10.0,5.0,23,F,Services,Célibataire,Retraité,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000103,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,13,13,129.84,2966.66,1769.27,34,8.0,38.0,202.31,4.0,9.0,23,F,Commerce,Célibataire,Salarié,6500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000202,0.9953,99.5,Critique,Intervention immédiate aujourd'hui,13,13,352.09,19002.68,1512.41,39,4.0,38.0,1279.16,3.0,10.0,23,F,Artisanat,Veuf/Veuve,Sans emploi,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000169,0.9949,99.5,Critique,Intervention immédiate aujourd'hui,12,12,188.78,13480.52,2773.82,20,7.0,45.0,1302.32,11.0,1.0,23,M,Agriculture,Marié(e),Fonctionnaire,6500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000496,0.9954,99.5,Critique,Intervention immédiate aujourd'hui,12,12,291.27,18190.54,4783.62,32,7.67,45.0,4469.99,9.0,3.0,23,M,Administration,Veuf/Veuve,Indépendant,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000017,0.9949,99.5,Critique,Intervention immédiate aujourd'hui,11,10,208.58,24224.94,3263.56,52,5.0,36.0,3901.71,6.0,5.0,23,M,Industrie,Marié(e),Fonctionnaire,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000040,0.9949,99.5,Critique,Intervention immédiate aujourd'hui,11,9,390.85,2336.35,4496.01,62,5.0,33.0,236.45,3.0,8.0,23,F,Administration,Marié(e),Fonctionnaire,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000177,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,11,9,152.81,9318.17,4621.43,58,8.67,53.0,1902.97,10.0,1.0,23,F,Services,Divorcé(e),Indépendant,7500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000189,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,11,9,177.5,2389.98,4389.1,52,7.0,46.0,917.75,2.0,9.0,23,F,Artisanat,Célibataire,Salarié,6500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000520,0.9945,99.5,Critique,Intervention immédiate aujourd'hui,11,10,164.61,24256.11,3919.28,37,6.33,45.0,1225.35,6.0,5.0,23,F,Artisanat,Divorcé(e),Retraité,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000610,0.9947,99.5,Critique,Intervention immédiate aujourd'hui,11,10,194.45,3834.6,802.92,26,9.0,49.0,695.55,5.0,6.0,23,F,Agriculture,Célibataire,Fonctionnaire,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000094,0.995,99.5,Critique,Intervention immédiate aujourd'hui,10,8,147.79,8478.55,5527.01,21,8.33,41.0,1372.55,11.0,-1.0,18,F,Commerce,Divorcé(e),Sans emploi,2000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000182,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,10,9,163.81,12094.66,2535.05,51,9.0,54.0,4231.0,8.0,2.0,23,F,Artisanat,Marié(e),Sans emploi,9500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000338,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,10,9,142.87,6530.17,1780.33,59,9.33,44.0,2344.28,10.0,0.0,23,F,Industrie,Divorcé(e),Sans emploi,3000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000357,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,10,10,196.43,9268.51,3095.65,24,6.0,43.0,946.66,4.0,6.0,13,M,Commerce,Marié(e),Retraité,6000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000384,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,10,8,117.99,10848.19,2632.7,52,7.33,54.0,719.46,4.0,6.0,23,F,Industrie,Divorcé(e),Fonctionnaire,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000389,0.9947,99.5,Critique,Intervention immédiate aujourd'hui,10,9,164.18,21964.92,3414.16,31,8.67,54.0,3810.56,8.0,2.0,23,M,Administration,Veuf/Veuve,Indépendant,7000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000542,0.9947,99.5,Critique,Intervention immédiate aujourd'hui,10,9,163.05,16341.08,482.72,44,8.33,40.0,996.45,11.0,-1.0,23,M,Commerce,Veuf/Veuve,Salarié,9000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000652,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,10,9,167.09,7119.91,4250.04,35,6.0,41.0,631.47,5.0,5.0,23,M,Industrie,Veuf/Veuve,Fonctionnaire,8000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000675,0.995,99.5,Critique,Intervention immédiate aujourd'hui,10,8,196.37,9447.13,3562.76,60,6.67,47.0,5630.82,4.0,6.0,23,F,Artisanat,Veuf/Veuve,Salarié,7000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000214,0.9945,99.5,Critique,Intervention immédiate aujourd'hui,9,9,137.29,3847.47,697.14,60,8.0,46.0,534.87,8.0,1.0,23,F,Industrie,Veuf/Veuve,Indépendant,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000233,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,9,8,123.0,9360.84,2814.8,53,9.67,58.0,515.78,11.0,-2.0,23,F,Administration,Divorcé(e),Salarié,8500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000272,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,9,9,199.2,10242.96,3017.4,28,8.0,42.0,3145.96,6.0,3.0,23,F,Agriculture,Veuf/Veuve,Fonctionnaire,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000364,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,9,8,115.21,8342.54,3398.33,62,8.67,37.0,1344.39,10.0,-1.0,23,F,Artisanat,Marié(e),Sans emploi,9000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000412,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,9,9,134.32,15439.82,1481.19,34,5.67,48.0,3752.62,5.0,4.0,23,F,Administration,Marié(e),Fonctionnaire,8000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000583,0.9947,99.5,Critique,Intervention immédiate aujourd'hui,9,7,119.49,21364.46,1107.58,46,6.33,51.0,4017.39,6.0,3.0,23,F,Agriculture,Divorcé(e),Indépendant,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000626,0.9947,99.5,Critique,Intervention immédiate aujourd'hui,9,9,193.08,22253.59,2623.24,22,8.0,44.0,5541.76,10.0,-1.0,23,F,Artisanat,Célibataire,Sans emploi,7000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000032,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,8,6,167.4,17088.96,3410.78,23,5.67,45.0,3036.24,5.0,3.0,23,F,Commerce,Veuf/Veuve,Fonctionnaire,1500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000140,0.9948,99.5,Critique,Intervention immédiate aujourd'hui,8,8,171.9,5560.93,637.32,59,6.33,42.0,149.42,10.0,-2.0,12,F,Services,Divorcé(e),Salarié,6500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000240,0.9953,99.5,Critique,Intervention immédiate aujourd'hui,8,6,316.55,6904.55,4790.84,57,7.0,51.0,941.7,6.0,2.0,23,F,Commerce,Marié(e),Sans emploi,5500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000308,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,8,7,152.42,10182.72,1706.95,37,5.67,33.0,2238.23,4.0,4.0,19,M,Agriculture,Célibataire,Fonctionnaire,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000353,0.9951,99.5,Critique,Intervention immédiate aujourd'hui,8,6,398.69,13599.7,2919.06,33,4.0,33.0,963.48,7.0,1.0,18,F,Artisanat,Divorcé(e),Fonctionnaire,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000409,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,8,6,143.7,10057.22,1155.05,27,8.0,51.0,1538.16,10.0,-2.0,23,M,Artisanat,Célibataire,Sans emploi,3500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000497,0.9947,99.5,Critique,Intervention immédiate aujourd'hui,8,7,169.77,23220.8,1405.19,45,7.67,46.0,3208.2,7.0,1.0,23,F,Commerce,Divorcé(e),Sans emploi,8000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000532,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,8,7,150.26,11374.52,3551.11,65,6.0,39.0,1638.71,10.0,-2.0,15,F,Commerce,Célibataire,Salarié,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000596,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,8,8,142.76,12496.47,2541.37,54,8.67,47.0,2921.88,12.0,-4.0,21,M,Administration,Divorcé(e),Fonctionnaire,4500,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000770,0.9946,99.5,Critique,Intervention immédiate aujourd'hui,8,7,137.72,2938.26,2870.38,28,8.0,51.0,707.23,9.0,-1.0,11,F,Industrie,Divorcé(e),Fonctionnaire,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
2024-11-01,CPTE_000046,0.9947,99.5,Critique,Intervention immédiate aujourd'hui,7,7,198.86,6492.68,4737.84,50,11.33,57.0,2025.87,10.0,-3.0,23,F,Administration,Divorcé(e),Indépendant,5000,Critique,Critique → Critique,Stable,Priorité 1,À contacter
