PERIODE,CPTE,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,DATE_OF_BIRTH,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE,AGE
2023-05-01,CPTE_000103,12,10,231.41,2114.2,1676.52,1990-12-31,F,Commerce,Célibataire,Salarié,6500,32
2023-06-01,CPTE_000103,10,8,114.65,3365.89,1848.07,1990-12-31,F,Commerce,Célibataire,Salarié,6500,32
2023-07-01,CPTE_000103,6,4,277.97,3213.96,1879.19,1990-12-31,F,Commerce,Célibataire,Salarié,6500,32
2023-08-01,CPTE_000103,9,8,232.26,2780.86,1581.93,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2023-09-01,CPTE_000103,8,6,211.74,2743.68,1255.16,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2023-10-01,CPTE_000103,6,4,142.95,2024.21,1512.71,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2023-11-01,CPTE_000103,10,10,127.62,3076.63,1644.48,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2023-12-01,CPTE_000103,3,2,106.61,3014.1,1936.55,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2024-01-01,CPTE_000103,7,5,396.78,2289.9,1626.35,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2024-02-01,CPTE_000103,8,8,328.15,3163.53,1568.52,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2024-03-01,CPTE_000103,9,7,191.37,3222.26,1300.96,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2024-04-01,CPTE_000103,10,10,202.1,3118.4,1587.39,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2024-05-01,CPTE_000103,4,4,191.22,3496.08,1597.49,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2024-06-01,CPTE_000103,5,3,131.98,2863.23,1417.36,1990-12-31,F,Commerce,Célibataire,Salarié,6500,33
2024-07-01,CPTE_000103,5,4,336.74,2664.05,1486.66,1990-12-31,F,Commerce,Célibataire,Salarié,6500,34
2024-08-01,CPTE_000103,8,6,136.61,2851.1,1476.71,1990-12-31,F,Commerce,Célibataire,Salarié,6500,34
2024-09-01,CPTE_000103,12,10,283.15,2861.77,1647.13,1990-12-31,F,Commerce,Célibataire,Salarié,6500,34
2024-10-01,CPTE_000103,4,4,263.44,3206.72,1881.81,1990-12-31,F,Commerce,Célibataire,Salarié,6500,34
2024-11-01,CPTE_000103,13,13,129.84,2966.66,1769.27,1990-12-31,F,Commerce,Célibataire,Salarié,6500,34
2024-12-01,CPTE_000103,6,5,112.04,2255.05,1576.86,1990-12-31,F,Commerce,Célibataire,Salarié,6500,34
2023-01-01,CPTE_000104,4,3,165.9,8918.26,2244.13,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-02-01,CPTE_000104,0,0,4.61,11516.53,2056.32,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-03-01,CPTE_000104,0,0,51.01,9352.42,1878.31,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-04-01,CPTE_000104,2,2,11.71,7470.93,1998.44,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-05-01,CPTE_000104,0,0,199.97,10031.58,1985.95,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-06-01,CPTE_000104,0,0,0.0,10974.31,2044.38,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-07-01,CPTE_000104,0,0,63.19,10057.64,2513.48,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-08-01,CPTE_000104,1,0,174.44,9245.97,2110.75,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-09-01,CPTE_000104,0,0,0.0,8386.89,2007.91,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-10-01,CPTE_000104,2,0,161.01,8199.93,2253.01,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-11-01,CPTE_000104,0,0,103.15,11733.61,2134.87,2000-05-08,F,Industrie,Marié(e),Salarié,9500,23
2023-12-01,CPTE_000104,2,2,0.0,11693.11,1868.2,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-01-01,CPTE_000104,0,0,179.74,11437.35,2229.37,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-02-01,CPTE_000104,1,0,0.0,9462.3,1977.02,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-03-01,CPTE_000104,0,0,172.94,8947.08,1908.13,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-04-01,CPTE_000104,4,2,40.73,10871.34,1535.13,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-05-01,CPTE_000104,4,3,35.64,8889.75,2181.41,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-06-01,CPTE_000104,1,0,46.39,8724.45,2193.23,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-07-01,CPTE_000104,2,0,0.46,7379.96,2151.86,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-08-01,CPTE_000104,2,0,0.0,8545.01,1758.37,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-09-01,CPTE_000104,8,8,70.0,10982.88,1827.29,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-10-01,CPTE_000104,4,3,190.51,6569.99,2529.59,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-11-01,CPTE_000104,7,5,0.0,10637.63,2052.28,2000-05-08,F,Industrie,Marié(e),Salarié,9500,24
2024-12-01,CPTE_000104,1,0,80.43,7673.0,1992.38,2000-05-08,F,Industrie,Marié(e),Salarié,9500,25
2023-01-01,CPTE_000105,0,0,29.95,19840.47,4378.79,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-02-01,CPTE_000105,0,0,0.0,15472.54,3798.53,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-03-01,CPTE_000105,1,0,197.12,13180.42,4962.96,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-04-01,CPTE_000105,0,0,0.0,16495.62,5058.12,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-05-01,CPTE_000105,0,0,0.0,17760.77,3908.93,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-06-01,CPTE_000105,0,0,0.0,13818.16,3716.98,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-07-01,CPTE_000105,1,0,112.61,23028.15,4969.28,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-08-01,CPTE_000105,0,0,151.3,13785.73,3943.85,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-09-01,CPTE_000105,0,0,133.29,11379.32,4924.94,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-10-01,CPTE_000105,0,0,10.8,15493.98,4920.67,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,19
2023-11-01,CPTE_000105,1,1,0.0,14570.76,4731.82,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2023-12-01,CPTE_000105,0,0,0.0,10594.03,4514.62,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-01-01,CPTE_000105,5,4,91.62,13397.93,5174.19,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-02-01,CPTE_000105,1,1,12.62,15581.57,5295.51,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-03-01,CPTE_000105,1,0,0.0,19871.77,3505.68,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-04-01,CPTE_000105,3,1,169.73,15827.82,4283.66,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-05-01,CPTE_000105,0,0,60.69,19222.43,4530.02,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-06-01,CPTE_000105,0,0,0.0,16741.14,4367.89,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-07-01,CPTE_000105,0,0,0.0,17278.69,4732.18,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-08-01,CPTE_000105,0,0,161.76,14455.53,4486.76,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-09-01,CPTE_000105,2,0,179.82,10030.43,4368.4,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-10-01,CPTE_000105,0,0,136.05,19223.46,4323.98,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,20
2024-11-01,CPTE_000105,0,0,0.0,12805.11,3918.0,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,21
2024-12-01,CPTE_000105,0,0,71.87,10049.65,5002.94,2004-04-18,M,Commerce,Veuf/Veuve,Salarié,3500,21
2023-01-01,CPTE_000106,4,2,59.85,18502.43,4500.07,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-02-01,CPTE_000106,0,0,0.0,20322.32,4083.82,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-03-01,CPTE_000106,5,3,0.0,11302.27,4451.33,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-04-01,CPTE_000106,2,1,179.22,18057.78,5799.59,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-05-01,CPTE_000106,1,1,0.0,21234.42,4771.87,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-06-01,CPTE_000106,0,0,78.1,15497.87,5491.91,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-07-01,CPTE_000106,0,0,65.28,8980.02,4490.93,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-08-01,CPTE_000106,0,0,161.78,13754.05,4611.27,2001-02-09,M,Commerce,Marié(e),Retraité,9000,22
2023-09-01,CPTE_000106,2,1,49.29,18714.45,5297.06,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2023-10-01,CPTE_000106,0,0,0.0,18914.74,4771.64,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2023-11-01,CPTE_000106,9,9,113.71,17957.74,4102.43,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2023-12-01,CPTE_000106,0,0,160.54,21530.79,3410.53,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-01-01,CPTE_000106,4,2,180.94,19313.2,4169.07,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-02-01,CPTE_000106,5,5,15.66,25229.94,5663.85,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-03-01,CPTE_000106,0,0,88.87,14255.64,4328.03,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-04-01,CPTE_000106,2,0,0.0,15303.99,4243.6,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-05-01,CPTE_000106,0,0,85.07,14643.2,5016.97,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-06-01,CPTE_000106,5,4,0.0,13356.94,4998.67,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-07-01,CPTE_000106,1,0,0.0,4109.89,4206.56,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-08-01,CPTE_000106,7,7,0.0,9657.52,4984.43,2001-02-09,M,Commerce,Marié(e),Retraité,9000,23
2024-09-01,CPTE_000106,0,0,0.0,11513.35,5795.67,2001-02-09,M,Commerce,Marié(e),Retraité,9000,24
2024-10-01,CPTE_000106,1,0,141.13,20222.11,3491.41,2001-02-09,M,Commerce,Marié(e),Retraité,9000,24
2024-11-01,CPTE_000106,0,0,112.94,11372.65,5223.02,2001-02-09,M,Commerce,Marié(e),Retraité,9000,24
2024-12-01,CPTE_000106,1,1,0.0,12718.24,4521.45,2001-02-09,M,Commerce,Marié(e),Retraité,9000,24
2023-01-01,CPTE_000107,1,0,110.94,5487.59,3422.45,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-02-01,CPTE_000107,0,0,158.55,8232.5,3185.61,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-03-01,CPTE_000107,0,0,17.17,6394.63,2896.32,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-04-01,CPTE_000107,0,0,119.59,5999.93,3086.62,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-05-01,CPTE_000107,4,2,0.0,4983.09,2648.1,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-06-01,CPTE_000107,1,0,165.13,6489.05,3018.1,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-07-01,CPTE_000107,0,0,0.0,7117.93,2897.0,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-08-01,CPTE_000107,0,0,0.0,5479.01,3791.03,1989-02-09,M,Administration,Marié(e),Salarié,7000,34
2023-09-01,CPTE_000107,0,0,75.87,3952.32,3112.62,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2023-10-01,CPTE_000107,3,2,4.39,6508.54,2824.72,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2023-11-01,CPTE_000107,2,1,0.0,3755.51,2856.0,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2023-12-01,CPTE_000107,1,0,63.17,6638.65,3639.29,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-01-01,CPTE_000107,0,0,100.93,6797.28,3205.22,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-02-01,CPTE_000107,0,0,172.19,5958.94,3431.07,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-03-01,CPTE_000107,0,0,0.0,5935.02,2934.04,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-04-01,CPTE_000107,0,0,0.0,9282.16,3209.56,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-05-01,CPTE_000107,1,0,173.8,6576.0,3332.5,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-06-01,CPTE_000107,3,3,0.0,6572.7,3281.29,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-07-01,CPTE_000107,0,0,35.63,5159.65,3369.76,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-08-01,CPTE_000107,0,0,30.15,4930.65,3740.35,1989-02-09,M,Administration,Marié(e),Salarié,7000,35
2024-09-01,CPTE_000107,2,0,150.74,6268.62,2679.7,1989-02-09,M,Administration,Marié(e),Salarié,7000,36
2024-10-01,CPTE_000107,5,4,181.66,4582.5,3281.5,1989-02-09,M,Administration,Marié(e),Salarié,7000,36
2024-11-01,CPTE_000107,0,0,23.4,4984.84,2705.95,1989-02-09,M,Administration,Marié(e),Salarié,7000,36
2024-12-01,CPTE_000107,0,0,0.0,7843.24,3870.93,1989-02-09,M,Administration,Marié(e),Salarié,7000,36
2023-01-01,CPTE_000108,3,1,68.14,16010.35,1180.09,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-02-01,CPTE_000108,8,7,0.0,17391.82,1266.29,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-03-01,CPTE_000108,0,0,49.9,19970.01,1316.64,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-04-01,CPTE_000108,5,3,0.0,14699.27,1160.62,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-05-01,CPTE_000108,1,1,130.89,17511.6,1247.04,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-06-01,CPTE_000108,0,0,113.21,18659.64,1401.53,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-07-01,CPTE_000108,0,0,149.62,20323.29,1274.49,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-08-01,CPTE_000108,0,0,62.9,13281.58,1149.31,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-09-01,CPTE_000108,5,5,184.26,12676.81,1421.39,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,47
2023-10-01,CPTE_000108,2,1,41.55,16336.69,1395.54,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2023-11-01,CPTE_000108,4,4,0.0,13379.25,1339.4,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2023-12-01,CPTE_000108,0,0,0.0,10200.27,1168.85,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-01-01,CPTE_000108,7,6,61.87,14551.68,1403.8,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-02-01,CPTE_000108,0,0,31.51,16482.55,1226.82,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-03-01,CPTE_000108,2,0,108.76,19714.4,977.39,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-04-01,CPTE_000108,0,0,179.93,19053.28,1097.07,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-05-01,CPTE_000108,1,1,0.0,19761.64,1189.7,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-06-01,CPTE_000108,0,0,164.88,20769.77,1291.71,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-07-01,CPTE_000108,0,0,142.25,16302.87,1299.47,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-08-01,CPTE_000108,0,0,0.0,14907.91,1533.84,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-09-01,CPTE_000108,0,0,180.76,17027.26,1315.62,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,48
2024-10-01,CPTE_000108,0,0,164.84,16687.67,1174.64,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,49
2024-11-01,CPTE_000108,2,2,123.27,15218.51,1338.14,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,49
2024-12-01,CPTE_000108,0,0,159.23,16031.98,1176.51,1976-03-25,M,Artisanat,Divorcé(e),Sans emploi,6000,49
2023-01-01,CPTE_000109,3,2,49.44,7071.14,3863.54,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,37
2023-02-01,CPTE_000109,0,0,0.0,4884.07,3076.1,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,37
2023-03-01,CPTE_000109,0,0,0.0,6293.52,3032.54,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-04-01,CPTE_000109,3,3,0.0,5201.86,3320.86,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-05-01,CPTE_000109,1,1,104.17,4237.39,3585.49,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-06-01,CPTE_000109,0,0,190.37,4625.89,3775.06,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-07-01,CPTE_000109,0,0,0.0,2415.45,3509.79,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-08-01,CPTE_000109,0,0,4.95,6015.11,3426.29,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-09-01,CPTE_000109,1,0,114.3,5896.59,2982.12,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-10-01,CPTE_000109,0,0,68.78,4542.4,3464.1,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-11-01,CPTE_000109,0,0,0.0,6225.41,3648.8,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2023-12-01,CPTE_000109,3,2,193.75,5789.74,3262.01,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2024-01-01,CPTE_000109,2,0,167.47,6716.01,2725.26,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2024-02-01,CPTE_000109,3,1,62.88,6449.08,4148.1,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,38
2024-03-01,CPTE_000109,0,0,0.0,5442.53,3453.12,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-04-01,CPTE_000109,0,0,180.27,6827.06,3264.68,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-05-01,CPTE_000109,8,7,158.21,8081.17,3313.39,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-06-01,CPTE_000109,0,0,150.46,4609.59,3976.28,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-07-01,CPTE_000109,4,4,167.8,5451.93,3542.81,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-08-01,CPTE_000109,0,0,16.71,5783.07,3700.73,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-09-01,CPTE_000109,2,1,0.0,5977.04,3564.14,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-10-01,CPTE_000109,0,0,185.82,4814.54,3255.74,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-11-01,CPTE_000109,0,0,127.35,6114.87,3606.14,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2024-12-01,CPTE_000109,1,0,8.8,6147.13,3628.07,1985-08-03,F,Industrie,Veuf/Veuve,Indépendant,7500,39
2023-01-01,CPTE_000110,3,3,123.97,8233.88,1494.24,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-02-01,CPTE_000110,5,3,334.24,5819.0,1370.87,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-03-01,CPTE_000110,6,6,284.59,6073.8,1140.85,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-04-01,CPTE_000110,3,2,260.93,8638.34,1462.93,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-05-01,CPTE_000110,9,9,203.31,7335.52,1166.14,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-06-01,CPTE_000110,12,12,307.42,8957.43,1234.44,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-07-01,CPTE_000110,11,10,195.53,6677.64,1051.51,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-08-01,CPTE_000110,9,7,355.11,6110.04,1387.87,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-09-01,CPTE_000110,5,3,321.62,5868.39,1310.46,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-10-01,CPTE_000110,6,6,275.83,8401.14,1428.68,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-11-01,CPTE_000110,8,8,394.31,7007.77,1326.53,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2023-12-01,CPTE_000110,6,6,183.1,9109.38,1136.29,1982-06-09,F,Services,Célibataire,Indépendant,8500,41
2024-01-01,CPTE_000110,13,11,257.55,8432.43,1291.73,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-02-01,CPTE_000110,2,0,311.77,5148.33,1228.7,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-03-01,CPTE_000110,8,7,235.2,7741.79,1352.32,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-04-01,CPTE_000110,6,6,375.46,9344.12,1242.14,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-05-01,CPTE_000110,9,9,253.88,5511.65,1089.8,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-06-01,CPTE_000110,15,15,271.58,8696.37,1196.98,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-07-01,CPTE_000110,9,9,303.81,5643.92,1245.04,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-08-01,CPTE_000110,7,5,219.26,8464.35,1303.92,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-09-01,CPTE_000110,7,6,104.02,8422.55,1163.73,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-10-01,CPTE_000110,10,9,239.98,6559.67,1434.33,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-11-01,CPTE_000110,2,0,169.9,8003.55,1498.14,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2024-12-01,CPTE_000110,6,4,305.33,5827.37,1370.46,1982-06-09,F,Services,Célibataire,Indépendant,8500,42
2023-01-01,CPTE_000111,15,13,714.97,4851.59,2785.82,1995-09-21,M,Services,Célibataire,Indépendant,4000,27
2023-02-01,CPTE_000111,18,17,804.27,5082.42,2747.06,1995-09-21,M,Services,Célibataire,Indépendant,4000,27
2023-03-01,CPTE_000111,13,12,905.93,4040.51,3097.03,1995-09-21,M,Services,Célibataire,Indépendant,4000,27
2023-04-01,CPTE_000111,15,14,749.11,5430.92,2726.79,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-05-01,CPTE_000111,20,20,993.73,3643.39,3345.41,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-06-01,CPTE_000111,19,17,817.55,5906.1,2274.12,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-07-01,CPTE_000111,17,17,854.28,5281.3,2605.69,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-08-01,CPTE_000111,24,23,797.73,5194.44,2958.9,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-09-01,CPTE_000111,13,13,843.12,5201.95,3042.99,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-10-01,CPTE_000111,23,21,813.11,6562.07,2436.38,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-11-01,CPTE_000111,18,18,722.86,6660.57,3001.68,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2023-12-01,CPTE_000111,24,22,724.74,5541.76,3380.26,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2024-01-01,CPTE_000111,17,16,726.78,7336.58,2662.83,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2024-02-01,CPTE_000111,17,16,916.69,5559.53,2984.11,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2024-03-01,CPTE_000111,21,20,849.58,4067.31,2960.74,1995-09-21,M,Services,Célibataire,Indépendant,4000,28
2024-04-01,CPTE_000111,13,11,817.01,4805.27,3260.73,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-05-01,CPTE_000111,14,14,966.82,7189.35,3166.33,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-06-01,CPTE_000111,18,17,953.3,4566.83,3280.79,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-07-01,CPTE_000111,19,17,731.54,5538.6,3280.3,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-08-01,CPTE_000111,13,11,907.18,3295.37,2964.59,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-09-01,CPTE_000111,24,24,701.95,4404.51,2928.94,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-10-01,CPTE_000111,21,20,939.27,5447.77,3426.61,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-11-01,CPTE_000111,17,17,761.63,6705.21,2757.27,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2024-12-01,CPTE_000111,16,15,896.18,7659.84,3142.13,1995-09-21,M,Services,Célibataire,Indépendant,4000,29
2023-01-01,CPTE_000112,0,0,0.0,22036.09,4183.83,1991-05-11,F,Artisanat,Veuf/Veuve,Retraité,2000,32
2023-02-01,CPTE_000112,0,0,0.0,23226.67,3471.86,1991-05-11,F,Artisanat,Veuf/Veuve,Retraité,2000,32
2023-03-01,CPTE_000112,4,3,139.46,15640.75,3439.03,1991-05-11,F,Artisanat,Veuf/Veuve,Retraité,2000,32
