PERIODE,CPTE,score_risque,score_pct,niveau_alerte,action_recommandee,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,AGE,AVG_DEP_3M,DAYS_OVD_6M,REV_VARIANCE,NBRJDEP_LAG1,DELTA_NBRJDEP,MOIS_CONSEC,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE
2023-06-01,CPTE_000709,0.8023,80.2,Élevé,Appel préventif sous 48h,3,2,196.17,10653.81,688.15,23,3.33,16.0,1063.62,7.0,-4.0,6,M,Administration,Marié(e),Indépendant,6500
2023-06-01,CPTE_000453,0.8003,80.0,Élevé,Appel préventif sous 48h,0,0,161.29,9122.51,475.84,30,0.0,1.0,1207.05,0.0,0.0,0,M,Administration,Veuf/Veuve,Retraité,2500
2023-06-01,CPTE_000716,0.793,79.3,Élevé,Appel préventif sous 48h,3,3,145.68,6908.96,533.06,56,3.0,12.0,1016.51,0.0,3.0,1,M,Industrie,Célibataire,Indépendant,2500
2023-06-01,CPTE_000168,0.7877,78.8,Élevé,Appel préventif sous 48h,1,1,145.31,19626.03,3399.16,36,4.0,12.0,3086.96,10.0,-9.0,2,F,Services,Célibataire,Sans emploi,4500
2023-06-01,CPTE_000143,0.7852,78.5,Élevé,Appel préventif sous 48h,3,3,0.0,12669.65,2167.38,37,4.33,14.0,1755.64,1.0,2.0,4,M,Administration,Divorcé(e),Indépendant,2000
2023-06-01,CPTE_000677,0.7775,77.8,Élevé,Appel préventif sous 48h,0,0,0.0,9247.47,458.94,27,2.0,8.0,2354.62,0.0,0.0,0,F,Administration,Veuf/Veuve,Sans emploi,3500
2023-06-01,CPTE_000268,0.7712,77.1,Élevé,Appel préventif sous 48h,0,0,145.13,27856.37,972.44,37,0.0,4.0,2163.09,0.0,0.0,0,F,Agriculture,Marié(e),Indépendant,7500
2023-06-01,CPTE_000351,0.7699,77.0,Élevé,Appel préventif sous 48h,4,4,64.55,4065.89,3817.69,41,1.0,13.0,1049.02,2.0,2.0,2,F,Agriculture,Marié(e),Sans emploi,1000
2023-06-01,CPTE_000001,0.7687,76.9,Élevé,Appel préventif sous 48h,6,4,184.67,3343.12,2491.75,47,0.33,1.0,606.34,0.0,6.0,1,M,Industrie,Veuf/Veuve,Sans emploi,4000
2023-06-01,CPTE_000010,0.7685,76.9,Élevé,Appel préventif sous 48h,6,6,0.0,8509.42,507.45,35,3.0,15.0,2189.68,0.0,6.0,1,F,Services,Célibataire,Retraité,2000
2023-06-01,CPTE_000398,0.7693,76.9,Élevé,Appel préventif sous 48h,0,0,71.7,20669.51,4793.99,19,0.67,13.0,5590.85,2.0,-2.0,0,M,Administration,Veuf/Veuve,Indépendant,1000
2023-06-01,CPTE_000566,0.7694,76.9,Élevé,Appel préventif sous 48h,0,0,80.85,3826.58,3822.91,40,3.33,20.0,1251.72,0.0,0.0,0,F,Industrie,Veuf/Veuve,Indépendant,3000
2023-06-01,CPTE_000676,0.768,76.8,Élevé,Appel préventif sous 48h,2,0,129.29,16317.43,5342.83,31,1.67,13.0,4663.44,1.0,1.0,6,M,Services,Divorcé(e),Sans emploi,7000
2023-06-01,CPTE_000682,0.7626,76.3,Élevé,Appel préventif sous 48h,0,0,175.23,12988.69,829.62,58,0.67,2.0,796.7,0.0,0.0,0,M,Agriculture,Célibataire,Sans emploi,6500
2023-06-01,CPTE_000474,0.76,76.0,Élevé,Appel préventif sous 48h,0,0,50.14,23850.95,2754.69,55,1.33,8.0,5489.77,1.0,-1.0,0,M,Commerce,Veuf/Veuve,Sans emploi,8000
2023-06-01,CPTE_000399,0.7594,75.9,Élevé,Appel préventif sous 48h,1,0,62.0,14590.15,3266.46,30,3.67,11.0,1730.48,7.0,-6.0,2,F,Agriculture,Divorcé(e),Indépendant,3500
2023-06-01,CPTE_000788,0.758,75.8,Élevé,Appel préventif sous 48h,0,0,114.3,13189.0,5883.75,45,0.33,3.0,1483.46,0.0,0.0,0,F,Administration,Divorcé(e),Sans emploi,8500
2023-06-01,CPTE_000269,0.7571,75.7,Élevé,Appel préventif sous 48h,3,1,126.0,8756.74,542.14,37,2.0,13.0,1963.03,4.0,-1.0,3,F,Agriculture,Célibataire,Retraité,7000
2023-06-01,CPTE_000006,0.7564,75.6,Élevé,Appel préventif sous 48h,0,0,104.89,19399.19,859.74,47,1.33,5.0,1709.89,2.0,-2.0,0,F,Agriculture,Célibataire,Indépendant,6500
2023-06-01,CPTE_000077,0.7556,75.6,Élevé,Appel préventif sous 48h,6,5,26.81,6378.54,5202.41,54,3.0,14.0,344.54,3.0,3.0,4,F,Artisanat,Divorcé(e),Sans emploi,8500
2023-06-01,CPTE_000139,0.7551,75.5,Élevé,Appel préventif sous 48h,0,0,114.84,3237.22,2103.62,39,2.33,9.0,243.39,1.0,-1.0,0,M,Commerce,Veuf/Veuve,Salarié,9500
2023-06-01,CPTE_000743,0.7546,75.5,Élevé,Appel préventif sous 48h,3,1,126.07,8631.4,2328.33,52,1.67,8.0,764.9,4.0,-1.0,2,F,Administration,Marié(e),Sans emploi,9500
2023-06-01,CPTE_000016,0.7529,75.3,Élevé,Appel préventif sous 48h,4,2,8.93,15271.87,5022.62,63,2.0,16.0,1672.55,0.0,4.0,1,F,Administration,Divorcé(e),Retraité,7500
2023-06-01,CPTE_000222,0.7519,75.2,Élevé,Appel préventif sous 48h,5,5,189.68,24803.36,3404.07,52,0.0,3.0,4489.67,0.0,5.0,1,F,Industrie,Célibataire,Sans emploi,1500
2023-06-01,CPTE_000274,0.7523,75.2,Élevé,Appel préventif sous 48h,0,0,29.59,6630.77,964.39,35,2.33,7.0,1129.84,3.0,-3.0,0,F,Administration,Célibataire,Sans emploi,8000
2023-06-01,CPTE_000264,0.7512,75.1,Élevé,Appel préventif sous 48h,3,3,165.43,16978.02,1017.1,60,0.33,1.0,5289.18,1.0,2.0,2,M,Commerce,Veuf/Veuve,Indépendant,2000
2023-06-01,CPTE_000277,0.7512,75.1,Élevé,Appel préventif sous 48h,1,0,178.7,10399.64,575.94,49,1.33,9.0,2501.44,0.0,1.0,1,F,Industrie,Célibataire,Indépendant,1000
2023-06-01,CPTE_000205,0.7497,75.0,Élevé,Appel préventif sous 48h,2,2,109.49,8036.0,1595.01,30,1.67,9.0,966.67,0.0,2.0,1,F,Artisanat,Veuf/Veuve,Indépendant,1000
2023-06-01,CPTE_000535,0.7497,75.0,Élevé,Appel préventif sous 48h,6,5,117.8,17363.35,1028.38,41,1.0,3.0,3791.0,0.0,6.0,1,M,Services,Marié(e),Retraité,1000
2023-06-01,CPTE_000152,0.7476,74.8,Élevé,Appel préventif sous 48h,0,0,0.0,24311.6,2226.59,54,1.67,5.0,2326.31,0.0,0.0,0,F,Commerce,Divorcé(e),Salarié,5500
2023-06-01,CPTE_000258,0.7484,74.8,Élevé,Appel préventif sous 48h,0,0,142.34,8707.78,3347.78,47,0.33,4.0,1326.9,0.0,0.0,0,F,Commerce,Veuf/Veuve,Fonctionnaire,6500
2023-06-01,CPTE_000107,0.7468,74.7,Élevé,Appel préventif sous 48h,1,0,165.13,6489.05,3018.1,34,1.33,5.0,728.26,4.0,-3.0,2,M,Administration,Marié(e),Salarié,7000
2023-06-01,CPTE_000252,0.747,74.7,Élevé,Appel préventif sous 48h,3,1,107.53,12340.77,3656.01,31,0.0,6.0,1913.76,0.0,3.0,1,M,Industrie,Divorcé(e),Sans emploi,5000
2023-06-01,CPTE_000321,0.7469,74.7,Élevé,Appel préventif sous 48h,0,0,132.54,9209.55,2644.33,60,2.67,16.0,247.13,4.0,-4.0,0,M,Industrie,Veuf/Veuve,Fonctionnaire,9000
2023-06-01,CPTE_000419,0.7466,74.7,Élevé,Appel préventif sous 48h,0,0,157.51,18126.99,3598.89,24,0.67,2.0,3471.11,0.0,0.0,0,F,Commerce,Veuf/Veuve,Retraité,7000
2023-06-01,CPTE_000519,0.7469,74.7,Élevé,Appel préventif sous 48h,0,0,192.92,9256.94,1517.03,32,2.33,11.0,2004.22,3.0,-3.0,0,F,Agriculture,Veuf/Veuve,Salarié,9000
2023-06-01,CPTE_000800,0.7468,74.7,Élevé,Appel préventif sous 48h,2,1,73.46,22017.83,3630.58,48,1.0,4.0,3660.3,0.0,2.0,1,F,Industrie,Veuf/Veuve,Fonctionnaire,8500
2023-06-01,CPTE_000184,0.7461,74.6,Élevé,Appel préventif sous 48h,0,0,0.0,11506.22,537.54,58,1.33,5.0,2397.84,0.0,0.0,0,M,Commerce,Veuf/Veuve,Sans emploi,6500
2023-06-01,CPTE_000232,0.7458,74.6,Élevé,Appel préventif sous 48h,1,1,161.44,9655.24,4309.91,33,0.67,2.0,840.74,0.0,1.0,1,M,Administration,Divorcé(e),Salarié,9500
2023-06-01,CPTE_000265,0.7465,74.6,Élevé,Appel préventif sous 48h,0,0,65.44,9329.81,1120.15,19,3.67,11.0,985.39,8.0,-8.0,0,M,Services,Divorcé(e),Fonctionnaire,5500
2023-06-01,CPTE_000036,0.7446,74.5,Élevé,Appel préventif sous 48h,3,3,162.98,8538.72,2907.15,35,0.67,3.0,1118.82,2.0,1.0,2,F,Commerce,Veuf/Veuve,Fonctionnaire,9000
2023-06-01,CPTE_000234,0.7451,74.5,Élevé,Appel préventif sous 48h,3,2,154.14,7384.87,3849.08,48,0.0,1.0,1906.17,0.0,3.0,1,M,Artisanat,Célibataire,Sans emploi,1000
2023-06-01,CPTE_000411,0.7451,74.5,Élevé,Appel préventif sous 48h,0,0,123.48,13049.87,986.3,55,1.67,6.0,1344.74,0.0,0.0,0,F,Artisanat,Célibataire,Sans emploi,1000
2023-06-01,CPTE_000526,0.7448,74.5,Élevé,Appel préventif sous 48h,0,0,106.23,20687.86,1043.52,25,1.0,6.0,1430.07,2.0,-2.0,0,F,Agriculture,Célibataire,Salarié,7000
2023-06-01,CPTE_000213,0.7441,74.4,Élevé,Appel préventif sous 48h,0,0,148.21,5062.23,3588.3,33,0.33,4.0,1869.21,1.0,-1.0,0,M,Industrie,Célibataire,Fonctionnaire,7000
2023-06-01,CPTE_000584,0.7438,74.4,Élevé,Appel préventif sous 48h,0,0,152.18,13710.0,1253.88,56,2.0,6.0,945.52,2.0,-2.0,0,F,Industrie,Veuf/Veuve,Sans emploi,9500
2023-06-01,CPTE_000794,0.744,74.4,Élevé,Appel préventif sous 48h,6,4,158.83,18319.17,2863.03,62,1.67,8.0,2490.92,5.0,1.0,2,M,Agriculture,Veuf/Veuve,Sans emploi,6000
2023-06-01,CPTE_000002,0.7434,74.3,Élevé,Appel préventif sous 48h,3,1,113.34,2828.34,1822.74,53,3.33,13.0,662.73,1.0,2.0,4,M,Agriculture,Veuf/Veuve,Fonctionnaire,5000
2023-06-01,CPTE_000108,0.7427,74.3,Élevé,Appel préventif sous 48h,0,0,113.21,18659.64,1401.53,47,2.0,17.0,2637.35,1.0,-1.0,0,M,Artisanat,Divorcé(e),Sans emploi,6000
2023-06-01,CPTE_000119,0.7425,74.3,Élevé,Appel préventif sous 48h,2,0,182.48,18880.95,1715.85,37,0.0,3.0,2524.47,0.0,2.0,1,F,Administration,Veuf/Veuve,Fonctionnaire,4500
2023-06-01,CPTE_000720,0.7433,74.3,Élevé,Appel préventif sous 48h,0,0,143.03,4995.24,4532.12,47,0.33,3.0,835.86,0.0,0.0,0,F,Commerce,Divorcé(e),Fonctionnaire,9500
2023-06-01,CPTE_000305,0.7425,74.2,Élevé,Appel préventif sous 48h,0,0,0.0,10755.96,769.45,40,3.67,11.0,1043.92,5.0,-5.0,0,M,Administration,Veuf/Veuve,Sans emploi,9000
2023-06-01,CPTE_000147,0.7413,74.1,Élevé,Appel préventif sous 48h,1,1,0.0,12960.34,633.79,30,0.0,2.0,2659.04,0.0,1.0,1,F,Administration,Veuf/Veuve,Fonctionnaire,1500
2023-06-01,CPTE_000373,0.7411,74.1,Élevé,Appel préventif sous 48h,1,1,164.73,10268.03,1461.22,31,1.0,4.0,1206.48,3.0,-2.0,2,M,Industrie,Célibataire,Salarié,7000
2023-06-01,CPTE_000728,0.7411,74.1,Élevé,Appel préventif sous 48h,0,0,187.59,4362.56,3573.48,34,0.0,3.0,347.77,0.0,0.0,0,F,Agriculture,Marié(e),Salarié,2500
2023-06-01,CPTE_000778,0.7413,74.1,Élevé,Appel préventif sous 48h,7,7,24.52,7590.53,1017.21,60,2.0,11.0,1241.56,0.0,7.0,1,M,Services,Divorcé(e),Salarié,2000
2023-06-01,CPTE_000067,0.7404,74.0,Élevé,Appel préventif sous 48h,0,0,108.65,14565.47,4510.42,41,1.0,3.0,5702.11,2.0,-2.0,0,F,Artisanat,Divorcé(e),Fonctionnaire,6500
2023-06-01,CPTE_000243,0.74,74.0,Élevé,Appel préventif sous 48h,2,1,149.7,5372.4,2989.13,41,0.67,14.0,1635.74,0.0,2.0,1,F,Administration,Marié(e),Fonctionnaire,8000
2023-06-01,CPTE_000271,0.7404,74.0,Élevé,Appel préventif sous 48h,1,0,137.59,8637.54,1510.3,51,1.0,7.0,930.67,0.0,1.0,1,M,Services,Marié(e),Retraité,8000
2023-06-01,CPTE_000324,0.7402,74.0,Élevé,Appel préventif sous 48h,2,2,114.26,9898.76,1002.82,53,0.33,3.0,2525.87,0.0,2.0,1,F,Agriculture,Marié(e),Retraité,7500
2023-06-01,CPTE_000504,0.7402,74.0,Élevé,Appel préventif sous 48h,0,0,130.09,12488.34,3678.02,25,1.67,12.0,265.56,2.0,-2.0,0,M,Administration,Célibataire,Retraité,6500
2023-06-01,CPTE_000580,0.7404,74.0,Élevé,Appel préventif sous 48h,4,4,0.0,22362.89,743.74,44,1.67,9.0,291.54,0.0,4.0,1,F,Commerce,Marié(e),Indépendant,2500
2023-06-01,CPTE_000337,0.7391,73.9,Élevé,Appel préventif sous 48h,0,0,117.84,10704.84,1834.91,27,2.0,6.0,664.49,1.0,-1.0,0,M,Artisanat,Marié(e),Retraité,6000
2023-06-01,CPTE_000666,0.7391,73.9,Élevé,Appel préventif sous 48h,2,1,122.67,14559.83,2806.09,29,2.33,8.0,1191.79,3.0,-1.0,3,M,Agriculture,Divorcé(e),Fonctionnaire,6000
2023-06-01,CPTE_000183,0.7384,73.8,Élevé,Appel préventif sous 48h,0,0,95.5,20524.48,2471.1,46,3.0,10.0,668.4,0.0,0.0,0,M,Artisanat,Divorcé(e),Sans emploi,8000
2023-06-01,CPTE_000405,0.7377,73.8,Élevé,Appel préventif sous 48h,0,0,154.24,6493.9,3231.0,42,2.0,7.0,509.19,0.0,0.0,0,M,Industrie,Célibataire,Retraité,6000
2023-06-01,CPTE_000541,0.7383,73.8,Élevé,Appel préventif sous 48h,0,0,53.34,23870.73,3312.58,40,1.0,3.0,2078.39,0.0,0.0,0,F,Administration,Célibataire,Salarié,8500
2023-06-01,CPTE_000283,0.7367,73.7,Élevé,Appel préventif sous 48h,0,0,174.16,12320.26,2520.81,43,0.33,1.0,1808.97,0.0,0.0,0,F,Artisanat,Veuf/Veuve,Retraité,4000
2023-06-01,CPTE_000335,0.7367,73.7,Élevé,Appel préventif sous 48h,2,1,0.0,8086.73,772.27,40,1.0,4.0,1756.82,0.0,2.0,1,F,Industrie,Veuf/Veuve,Salarié,3000
2023-06-01,CPTE_000509,0.7368,73.7,Élevé,Appel préventif sous 48h,0,0,145.03,22735.31,2193.5,52,1.0,9.0,2365.16,3.0,-3.0,0,M,Artisanat,Marié(e),Salarié,9000
2023-06-01,CPTE_000586,0.7371,73.7,Élevé,Appel préventif sous 48h,0,0,106.18,3271.05,882.95,37,1.33,8.0,424.29,1.0,-1.0,0,F,Artisanat,Marié(e),Salarié,4000
2023-06-01,CPTE_000636,0.7372,73.7,Élevé,Appel préventif sous 48h,0,0,167.52,17751.88,2498.45,41,1.0,7.0,1924.12,1.0,-1.0,0,M,Administration,Célibataire,Indépendant,9000
2023-06-01,CPTE_000703,0.7374,73.7,Élevé,Appel préventif sous 48h,1,0,171.22,8984.42,4781.92,58,1.0,3.0,2047.4,3.0,-2.0,2,F,Commerce,Divorcé(e),Fonctionnaire,3000
2023-06-01,CPTE_000762,0.7367,73.7,Élevé,Appel préventif sous 48h,1,0,0.0,15197.32,822.4,36,1.67,5.0,1390.16,0.0,1.0,1,F,Agriculture,Veuf/Veuve,Fonctionnaire,1000
2023-06-01,CPTE_000056,0.7363,73.6,Élevé,Appel préventif sous 48h,1,0,0.0,11728.93,3624.64,29,3.67,18.0,3753.56,3.0,-2.0,4,F,Administration,Divorcé(e),Fonctionnaire,9500
2023-06-01,CPTE_000220,0.7361,73.6,Élevé,Appel préventif sous 48h,0,0,132.63,9254.95,1665.72,49,2.33,9.0,892.01,2.0,-2.0,0,F,Commerce,Célibataire,Salarié,6000
2023-06-01,CPTE_000254,0.7361,73.6,Élevé,Appel préventif sous 48h,0,0,150.58,25058.58,3518.1,60,3.0,13.0,3360.87,9.0,-9.0,0,M,Administration,Divorcé(e),Salarié,8500
2023-06-01,CPTE_000328,0.7362,73.6,Élevé,Appel préventif sous 48h,0,0,173.76,6530.87,951.94,42,1.33,5.0,1775.93,2.0,-2.0,0,M,Industrie,Divorcé(e),Fonctionnaire,6000
2023-06-01,CPTE_000376,0.7356,73.6,Élevé,Appel préventif sous 48h,1,0,153.89,7324.93,1778.49,37,2.67,13.0,2514.83,3.0,-2.0,3,M,Agriculture,Célibataire,Fonctionnaire,1000
2023-06-01,CPTE_000432,0.7358,73.6,Élevé,Appel préventif sous 48h,3,2,170.85,12175.76,1564.3,42,1.67,8.0,1653.74,0.0,3.0,1,M,Commerce,Marié(e),Indépendant,8000
2023-06-01,CPTE_000559,0.7357,73.6,Élevé,Appel préventif sous 48h,3,1,0.0,11213.71,2754.34,53,3.67,11.0,2056.55,3.0,0.0,4,F,Artisanat,Veuf/Veuve,Salarié,7000
2023-06-01,CPTE_000684,0.7356,73.6,Élevé,Appel préventif sous 48h,4,3,100.46,12888.13,956.77,34,1.67,5.0,894.3,1.0,3.0,2,F,Commerce,Marié(e),Retraité,3000
2023-06-01,CPTE_000055,0.7355,73.5,Élevé,Appel préventif sous 48h,0,0,112.02,7772.97,1137.05,41,1.33,8.0,1989.03,1.0,-1.0,0,F,Administration,Divorcé(e),Retraité,4500
2023-06-01,CPTE_000085,0.7346,73.5,Élevé,Appel préventif sous 48h,0,0,0.0,2861.23,4574.27,41,1.67,10.0,1008.8,0.0,0.0,0,F,Artisanat,Divorcé(e),Indépendant,5000
2023-06-01,CPTE_000498,0.735,73.5,Élevé,Appel préventif sous 48h,1,1,122.55,10820.76,4973.75,43,0.33,7.0,2717.69,0.0,1.0,1,F,Industrie,Marié(e),Retraité,5000
2023-06-01,CPTE_000523,0.7349,73.5,Élevé,Appel préventif sous 48h,3,1,160.72,5056.24,4280.23,34,3.0,9.0,609.68,4.0,-1.0,4,M,Industrie,Célibataire,Retraité,3000
2023-06-01,CPTE_000564,0.735,73.5,Élevé,Appel préventif sous 48h,4,2,139.75,9827.97,2332.39,54,1.67,12.0,2269.21,2.0,2.0,2,M,Commerce,Divorcé(e),Sans emploi,2500
2023-06-01,CPTE_000155,0.7342,73.4,Élevé,Appel préventif sous 48h,3,3,181.03,11990.38,3531.28,31,0.33,9.0,4930.02,1.0,2.0,2,M,Artisanat,Célibataire,Retraité,7500
2023-06-01,CPTE_000368,0.7344,73.4,Élevé,Appel préventif sous 48h,0,0,112.34,18036.02,4334.17,40,1.67,6.0,5840.76,0.0,0.0,0,M,Artisanat,Célibataire,Sans emploi,6500
2023-06-01,CPTE_000582,0.7342,73.4,Élevé,Appel préventif sous 48h,2,2,175.09,3245.84,3278.91,50,1.33,12.0,1124.16,4.0,-2.0,2,F,Agriculture,Marié(e),Indépendant,7500
2023-06-01,CPTE_000711,0.734,73.4,Élevé,Appel préventif sous 48h,0,0,111.27,11974.18,3663.38,32,0.67,2.0,2202.65,0.0,0.0,0,F,Commerce,Divorcé(e),Salarié,4500
2023-06-01,CPTE_000053,0.733,73.3,Élevé,Appel préventif sous 48h,0,0,140.49,1991.69,4078.78,51,1.33,4.0,970.77,0.0,0.0,0,F,Industrie,Marié(e),Fonctionnaire,9000
2023-06-01,CPTE_000297,0.7329,73.3,Élevé,Appel préventif sous 48h,0,0,96.04,6642.91,3027.42,33,1.33,6.0,3775.73,1.0,-1.0,0,F,Agriculture,Marié(e),Indépendant,3000
2023-06-01,CPTE_000313,0.7328,73.3,Élevé,Appel préventif sous 48h,0,0,137.09,6679.35,2413.95,27,2.33,7.0,843.71,4.0,-4.0,0,M,Industrie,Divorcé(e),Retraité,4000
2023-06-01,CPTE_000315,0.7325,73.3,Élevé,Appel préventif sous 48h,0,0,178.12,7902.8,596.48,19,3.33,14.0,609.56,1.0,-1.0,0,F,Services,Divorcé(e),Salarié,5000
2023-06-01,CPTE_000472,0.7333,73.3,Élevé,Appel préventif sous 48h,1,1,162.05,10742.39,2849.51,45,2.33,16.0,2065.98,0.0,1.0,1,F,Artisanat,Marié(e),Retraité,4500
2023-06-01,CPTE_000478,0.7331,73.3,Élevé,Appel préventif sous 48h,0,0,60.71,7464.22,3445.57,56,2.67,11.0,703.9,0.0,0.0,0,F,Administration,Marié(e),Sans emploi,3000
2023-06-01,CPTE_000513,0.7333,73.3,Élevé,Appel préventif sous 48h,0,0,0.0,12858.14,904.77,46,3.0,16.0,1503.99,2.0,-2.0,0,M,Commerce,Veuf/Veuve,Retraité,1000
2023-06-01,CPTE_000733,0.7329,73.3,Élevé,Appel préventif sous 48h,1,0,83.16,17685.5,1383.78,54,3.0,11.0,367.36,6.0,-5.0,2,F,Artisanat,Divorcé(e),Salarié,6000
2023-06-01,CPTE_000012,0.7316,73.2,Élevé,Appel préventif sous 48h,0,0,155.35,11387.13,1108.23,37,1.67,8.0,2439.62,1.0,-1.0,0,F,Services,Marié(e),Indépendant,1500
2023-06-01,CPTE_000109,0.7316,73.2,Élevé,Appel préventif sous 48h,0,0,190.37,4625.89,3775.06,38,1.33,7.0,1028.72,1.0,-1.0,0,F,Industrie,Veuf/Veuve,Indépendant,7500
2023-06-01,CPTE_000301,0.7317,73.2,Élevé,Appel préventif sous 48h,0,0,0.0,18047.42,4901.26,39,1.33,7.0,1549.85,1.0,-1.0,0,M,Industrie,Divorcé(e),Salarié,1500
2023-06-01,CPTE_000307,0.732,73.2,Élevé,Appel préventif sous 48h,0,0,115.49,9238.59,1227.17,48,0.33,1.0,1267.79,0.0,0.0,0,F,Agriculture,Marié(e),Sans emploi,5000
2023-06-01,CPTE_000316,0.7323,73.2,Élevé,Appel préventif sous 48h,0,0,0.0,10043.83,5429.37,42,1.33,4.0,3253.87,3.0,-3.0,0,F,Commerce,Divorcé(e),Fonctionnaire,5500
2023-06-01,CPTE_000352,0.7322,73.2,Élevé,Appel préventif sous 48h,1,0,0.0,20771.0,1607.64,19,0.67,5.0,3101.86,1.0,0.0,3,F,Services,Marié(e),Sans emploi,1000
2023-06-01,CPTE_000487,0.7323,73.2,Élevé,Appel préventif sous 48h,0,0,89.17,9045.08,1189.67,45,1.33,5.0,1027.32,1.0,-1.0,0,M,Industrie,Célibataire,Retraité,8000
2023-06-01,CPTE_000688,0.7315,73.2,Élevé,Appel préventif sous 48h,0,0,0.0,7579.5,3174.36,53,0.0,2.0,256.74,0.0,0.0,0,M,Industrie,Marié(e),Salarié,2500
2023-06-01,CPTE_000769,0.7316,73.2,Élevé,Appel préventif sous 48h,2,0,0.0,7169.56,1203.05,52,1.0,7.0,475.7,0.0,2.0,1,F,Commerce,Célibataire,Indépendant,7000
2023-06-01,CPTE_000779,0.7322,73.2,Élevé,Appel préventif sous 48h,0,0,128.04,14305.64,2319.53,41,3.33,15.0,2243.13,7.0,-7.0,0,M,Industrie,Veuf/Veuve,Sans emploi,6500
2023-06-01,CPTE_000798,0.7323,73.2,Élevé,Appel préventif sous 48h,0,0,0.0,17412.89,3397.83,57,0.0,10.0,1081.95,0.0,0.0,0,F,Services,Célibataire,Retraité,4500
2023-06-01,CPTE_000531,0.731,73.1,Élevé,Appel préventif sous 48h,0,0,0.0,9803.96,1232.01,34,2.33,10.0,454.92,2.0,-2.0,0,M,Agriculture,Célibataire,Fonctionnaire,8500
2023-06-01,CPTE_000630,0.7313,73.1,Élevé,Appel préventif sous 48h,0,0,136.87,12308.3,3902.41,39,0.33,7.0,1504.7,1.0,-1.0,0,F,Commerce,Célibataire,Indépendant,8000
2023-06-01,CPTE_000669,0.7312,73.1,Élevé,Appel préventif sous 48h,0,0,89.64,15912.96,3065.31,33,2.33,8.0,2506.81,0.0,0.0,0,F,Artisanat,Veuf/Veuve,Retraité,1500
2023-06-01,CPTE_000227,0.7298,73.0,Élevé,Appel préventif sous 48h,0,0,114.05,12787.24,1672.09,62,0.33,2.0,2042.59,1.0,-1.0,0,F,Commerce,Marié(e),Fonctionnaire,1000
2023-06-01,CPTE_000356,0.7302,73.0,Élevé,Appel préventif sous 48h,0,0,0.0,14955.28,4002.63,30,2.67,11.0,2020.92,5.0,-5.0,0,M,Artisanat,Célibataire,Salarié,8000
2023-06-01,CPTE_000369,0.7302,73.0,Élevé,Appel préventif sous 48h,2,2,95.5,11150.39,3335.42,31,1.0,6.0,4783.2,1.0,1.0,2,F,Agriculture,Marié(e),Salarié,5500
2023-06-01,CPTE_000500,0.7303,73.0,Élevé,Appel préventif sous 48h,0,0,132.27,3233.46,2062.06,33,2.33,10.0,403.89,0.0,0.0,0,F,Administration,Divorcé(e),Fonctionnaire,1500
2023-06-01,CPTE_000512,0.7304,73.0,Élevé,Appel préventif sous 48h,0,0,141.76,5293.24,4493.02,49,0.0,0.0,2005.75,0.0,0.0,0,F,Commerce,Célibataire,Salarié,6500
2023-06-01,CPTE_000579,0.7297,73.0,Élevé,Appel préventif sous 48h,2,1,0.0,14257.81,5125.4,51,1.67,6.0,3330.55,2.0,0.0,3,F,Administration,Veuf/Veuve,Fonctionnaire,4000
2023-06-01,CPTE_000600,0.7299,73.0,Élevé,Appel préventif sous 48h,0,0,152.16,13517.03,3369.83,20,1.67,7.0,1853.16,2.0,-2.0,0,M,Artisanat,Marié(e),Indépendant,5500
2023-06-01,CPTE_000118,0.7294,72.9,Élevé,Appel préventif sous 48h,3,1,110.28,21855.08,1370.1,46,2.0,7.0,1979.01,0.0,3.0,1,M,Services,Célibataire,Sans emploi,4500
2023-06-01,CPTE_000121,0.7292,72.9,Élevé,Appel préventif sous 48h,0,0,0.0,15966.12,3318.44,44,0.0,4.0,2022.51,0.0,0.0,0,F,Commerce,Veuf/Veuve,Indépendant,7000
2023-06-01,CPTE_000737,0.7286,72.9,Élevé,Appel préventif sous 48h,0,0,166.29,9472.78,2597.27,36,3.33,13.0,3456.47,1.0,-1.0,0,F,Commerce,Marié(e),Retraité,1500
2023-06-01,CPTE_000741,0.729,72.9,Élevé,Appel préventif sous 48h,0,0,9.36,24540.08,2100.21,61,0.0,0.0,3535.82,0.0,0.0,0,M,Artisanat,Célibataire,Salarié,4500
2023-06-01,CPTE_000752,0.7286,72.9,Élevé,Appel préventif sous 48h,1,0,178.03,4160.94,1864.3,58,1.0,11.0,1080.77,0.0,1.0,1,M,Administration,Divorcé(e),Indépendant,7000
2023-06-01,CPTE_000083,0.7277,72.8,Élevé,Appel préventif sous 48h,0,0,2.27,20899.78,2976.91,33,1.0,8.0,911.75,0.0,0.0,0,F,Artisanat,Veuf/Veuve,Fonctionnaire,2000
2023-06-01,CPTE_000207,0.7281,72.8,Élevé,Appel préventif sous 48h,0,0,0.0,6330.3,1069.63,48,2.67,11.0,1148.68,3.0,-3.0,0,F,Agriculture,Divorcé(e),Salarié,5000
2023-06-01,CPTE_000236,0.7279,72.8,Élevé,Appel préventif sous 48h,0,0,149.3,9823.89,4026.67,44,2.33,7.0,1398.4,3.0,-3.0,0,F,Administration,Célibataire,Fonctionnaire,5500
